,Unnamed: 0,m49_code,country,cpc_code,commodity,year,loss_percentage,food_supply_stage,method_data_collection,Continent
1661,1766,840,United States of America,1239.01,Okra,2008,40.0,Households,Modelled Estimates,Americas
1662,1767,840,United States of America,1242.0,"Peas, green",2008,22.0,Households,Modelled Estimates,Americas
1663,1768,840,United States of America,1242.0,"Peas, green",2008,15.0,Households,Modelled Estimates,Americas
1664,1769,840,United States of America,1242.0,"Peas, green",2008,15.0,Households,Modelled Estimates,Americas
1665,1770,840,United States of America,1251.0,Carrots and turnips,2008,24.0,Households,Modelled Estimates,Americas
1666,1771,840,United States of America,1251.0,Carrots and turnips,2008,15.0,Households,Modelled Estimates,Americas
1667,1772,840,United States of America,1251.0,Carrots and turnips,2008,17.0,Households,Modelled Estimates,Americas
1668,1773,840,United States of America,1251.0,Carrots and turnips,2008,53.0,Households,Modelled Estimates,Americas
1669,1774,840,United States of America,1252.0,Green garlic,2008,26.0,Households,Modelled Estimates,Americas
1670,1775,840,United States of America,1270.0,Mushrooms and truffles,2008,30.0,Households,Modelled Estimates,Americas
1671,1776,840,United States of America,1311.0,Avocados,2008,27.0,Households,Modelled Estimates,Americas
1672,1777,840,United States of America,1312.0,Bananas,2008,26.0,Households,Modelled Estimates,Americas
1673,1778,840,United States of America,1314.0,Dates,2008,15.0,Households,Modelled Estimates,Americas
1674,1779,840,United States of America,1315.0,Figs,2008,15.0,Households,Modelled Estimates,Americas
1675,1780,840,United States of America,1317.0,Papayas,2008,64.0,Households,Modelled Estimates,Americas
1676,1781,840,United States of America,1318.0,Pineapples,2008,15.0,Households,Modelled Estimates,Americas
1677,1782,840,United States of America,1318.0,Pineapples,2008,32.0,Households,Modelled Estimates,Americas
1678,1783,840,United States of America,1321.0,Pomelos and grapefruits,2008,30.0,Households,Modelled Estimates,Americas
1679,1784,840,United States of America,1322.0,Lemons and limes,2008,26.0,Households,Modelled Estimates,Americas
1680,1785,840,United States of America,1323.0,Oranges,2008,29.0,Households,Modelled Estimates,Americas
1681,1786,840,United States of America,1330.0,Grapes,2008,26.0,Households,Modelled Estimates,Americas
1682,1787,840,United States of America,1341.0,Apples,2008,15.0,Households,Modelled Estimates,Americas
1683,1788,840,United States of America,1341.0,Apples,2008,15.0,Households,Modelled Estimates,Americas
1684,1789,840,United States of America,1341.0,Apples,2008,15.0,Households,Modelled Estimates,Americas
1685,1790,840,United States of America,1341.0,Apples,2008,27.0,Households,Modelled Estimates,Americas
1686,1791,840,United States of America,1342.01,Pears,2008,15.0,Households,Modelled Estimates,Americas
1687,1792,840,United States of America,1342.01,Pears,2008,34.0,Households,Modelled Estimates,Americas
1688,1793,840,United States of America,1343.0,Apricots,2008,15.0,Households,Modelled Estimates,Americas
1689,1794,840,United States of America,1343.0,Apricots,2008,15.0,Households,Modelled Estimates,Americas
1690,1795,840,United States of America,1343.0,Apricots,2008,48.0,Households,Modelled Estimates,Americas
1691,1796,840,United States of America,1343.0,Apricots,2008,15.0,Households,Modelled Estimates,Americas
1692,1797,840,United States of America,1344.02,Cherries,2008,15.0,Households,Modelled Estimates,Americas
1693,1798,840,United States of America,1344.02,Cherries,2008,15.0,Households,Modelled Estimates,Americas
1694,1799,840,United States of America,1344.02,Cherries,2008,15.0,Households,Modelled Estimates,Americas
1695,1800,840,United States of America,1344.02,Cherries,2008,23.0,Households,Modelled Estimates,Americas
1696,1801,840,United States of America,1345.0,Peaches and nectarines,2008,15.0,Households,Modelled Estimates,Americas
1697,1802,840,United States of America,1345.0,Peaches and nectarines,2008,15.0,Households,Modelled Estimates,Americas
1698,1803,840,United States of America,1345.0,Peaches and nectarines,2008,15.0,Households,Modelled Estimates,Americas
1699,1804,840,United States of America,1345.0,Peaches and nectarines,2008,43.0,Households,Modelled Estimates,Americas
1700,1805,840,United States of America,1346.0,Plums and sloes,2008,15.0,Households,Modelled Estimates,Americas
1701,1806,840,United States of America,1346.0,Plums and sloes,2008,34.0,Households,Modelled Estimates,Americas
1702,1807,840,United States of America,1346.0,Plums and sloes,2008,15.0,Households,Modelled Estimates,Americas
1703,1808,840,United States of America,1346.0,Plums and sloes,2008,15.0,Households,Modelled Estimates,Americas
1704,1809,840,United States of America,1352.0,Kiwi fruit,2008,30.0,Households,Modelled Estimates,Americas
1705,1810,840,United States of America,1353.01,Raspberries,2008,28.0,Households,Modelled Estimates,Americas
1706,1811,840,United States of America,1353.01,Raspberries,2008,15.0,Households,Modelled Estimates,Americas
1707,1812,840,United States of America,1354.0,Strawberries,2008,15.0,Households,Modelled Estimates,Americas
1708,1813,840,United States of America,1354.0,Strawberries,2008,28.0,Households,Modelled Estimates,Americas
1709,1814,840,United States of America,1355.01,Blueberries,2008,24.0,Households,Modelled Estimates,Americas
1710,1815,840,United States of America,1355.01,Blueberries,2008,15.0,Households,Modelled Estimates,Americas
1711,1816,840,United States of America,1355.02,Cranberries,2008,25.0,Households,Modelled Estimates,Americas
1712,1817,840,United States of America,1359.9,"Other fruits, n.e.c.",2008,12.0,Retail,Modelled Estimates,Americas
1713,1818,840,United States of America,1359.9,"Other fruits, n.e.c.",2008,9.0,Households,Modelled Estimates,Americas
1714,1819,840,United States of America,1359.9,"Other fruits, n.e.c.",2008,9.0,Retail,Modelled Estimates,Americas
1715,1820,840,United States of America,1359.9,"Other fruits, n.e.c.",2008,6.0,Retail,Modelled Estimates,Americas
1716,1821,840,United States of America,1359.9,"Other fruits, n.e.c.",2008,38.0,Households,Modelled Estimates,Americas
1717,1822,840,United States of America,1359.9,"Other fruits, n.e.c.",2008,15.0,Households,Modelled Estimates,Americas
1718,1823,840,United States of America,1359.9,"Other fruits, n.e.c.",2008,18.0,Households,Modelled Estimates,Americas
1719,1824,840,United States of America,21319.01,"Sweet corn, frozen",2008,15.0,Households,Modelled Estimates,Americas
1720,1825,840,United States of America,21397.01,Canned mushrooms,2008,15.0,Households,Modelled Estimates,Americas
1721,1826,840,United States of America,21399.03,"Sweet corn, prepared or preserved",2008,19.0,Households,Modelled Estimates,Americas
1722,1827,840,United States of America,21399.03,"Sweet corn, prepared or preserved",2008,32.0,Households,Modelled Estimates,Americas
1723,1828,840,United States of America,21411.0,Raisins,2008,15.0,Households,Modelled Estimates,Americas
1724,1829,840,United States of America,21431.01,Orange juice,2008,15.0,Households,Modelled Estimates,Americas
1725,1830,840,United States of America,21432.0,Grapefruit juice,2008,15.0,Households,Modelled Estimates,Americas
1726,1831,840,United States of America,21433.0,Pineapple juice,2008,15.0,Households,Modelled Estimates,Americas
1727,1832,840,United States of America,21434.0,Grape juice,2008,15.0,Households,Modelled Estimates,Americas
1728,1833,840,United States of America,21439.02,Juice of lemon,2008,15.0,Households,Modelled Estimates,Americas
1729,1834,840,United States of America,21439.04,Juice of citrus fruit n.e.c.,2008,15.0,Households,Modelled Estimates,Americas
1730,1835,840,United States of America,1211.0,Asparagus,2007,9.0,Wholesale,National Stats Yearbook,Americas
1731,1836,840,United States of America,1212.0,Cabbages,2007,12.0,Wholesale,National Stats Yearbook,Americas
1732,1837,840,United States of America,1212.0,Cabbages,2007,12.0,Wholesale,National Stats Yearbook,Americas
1733,1838,840,United States of America,1212.0,Cabbages,2007,8.0,Wholesale,National Stats Yearbook,Americas
1734,1839,840,United States of America,1212.0,Cabbages,2007,12.0,Wholesale,National Stats Yearbook,Americas
1735,1840,840,United States of America,1212.0,Cabbages,2007,7.0,Wholesale,National Stats Yearbook,Americas
1736,1841,840,United States of America,1213.0,Cauliflowers and broccoli,2007,8.0,Wholesale,National Stats Yearbook,Americas
1737,1842,840,United States of America,1213.0,Cauliflowers and broccoli,2007,8.0,Wholesale,National Stats Yearbook,Americas
1738,1843,840,United States of America,1214.0,Lettuce and chicory,2007,10.0,Wholesale,National Stats Yearbook,Americas
1739,1844,840,United States of America,1214.0,Lettuce and chicory,2007,7.0,Wholesale,National Stats Yearbook,Americas
1740,1845,840,United States of America,1214.0,Lettuce and chicory,2007,7.0,Wholesale,National Stats Yearbook,Americas
1741,1846,840,United States of America,1215.0,Spinach,2007,12.0,Wholesale,National Stats Yearbook,Americas
1742,1847,840,United States of America,1216.0,Artichokes,2007,7.0,Wholesale,National Stats Yearbook,Americas
1743,1848,840,United States of America,1221.0,Watermelons,2007,10.0,Wholesale,National Stats Yearbook,Americas
1744,1849,840,United States of America,1229.0,Cantaloupes and other melons,2007,8.0,Wholesale,National Stats Yearbook,Americas
1745,1850,840,United States of America,1229.0,Cantaloupes and other melons,2007,8.0,Wholesale,National Stats Yearbook,Americas
1746,1851,840,United States of America,1231.0,"Chillies and peppers, green (<i>Capsicum</i> spp. and <i>Pimenta</i> spp.)",2007,8.0,Wholesale,National Stats Yearbook,Americas
1747,1852,840,United States of America,1232.0,Cucumbers and gherkins,2007,8.0,Wholesale,National Stats Yearbook,Americas
1748,1853,840,United States of America,1233.0,Eggplants (aubergines),2007,10.0,Wholesale,National Stats Yearbook,Americas
1749,1854,840,United States of America,1234.0,Tomatoes,2007,15.0,Wholesale,National Stats Yearbook,Americas
1750,1855,840,United States of America,1235.0,"Pumpkins, squash and gourds",2007,10.0,Wholesale,National Stats Yearbook,Americas
1751,1856,840,United States of America,1235.0,"Pumpkins, squash and gourds",2007,10.0,Wholesale,National Stats Yearbook,Americas
1752,1857,840,United States of America,1239.01,Okra,2007,12.0,Wholesale,National Stats Yearbook,Americas
1753,1858,840,United States of America,1241.9,"Other beans, green",2007,8.0,Wholesale,National Stats Yearbook,Americas
1754,1859,840,United States of America,1241.9,"Other beans, green",2007,6.0,Wholesale,National Stats Yearbook,Americas
1755,1860,840,United States of America,1251.0,Carrots and turnips,2007,3.0,Wholesale,National Stats Yearbook,Americas
1756,1861,840,United States of America,1251.0,Carrots and turnips,2007,12.0,Wholesale,National Stats Yearbook,Americas
1757,1862,840,United States of America,1252.0,Green garlic,2007,19.0,Wholesale,National Stats Yearbook,Americas
1758,1863,840,United States of America,1253.01,"Onions and shallots, green",2007,6.0,Wholesale,National Stats Yearbook,Americas
1759,1864,840,United States of America,1270.0,Mushrooms and truffles,2007,6.0,Wholesale,National Stats Yearbook,Americas
1760,1865,840,United States of America,1290.01,Green corn (maize),2007,8.0,Wholesale,National Stats Yearbook,Americas
1761,1866,840,United States of America,1290.9,"Other vegetables, fresh n.e.c.",2007,7.0,Wholesale,National Stats Yearbook,Americas
1762,1867,840,United States of America,1311.0,Avocados,2007,6.0,Wholesale,National Stats Yearbook,Americas
1763,1868,840,United States of America,1316.0,"Mangoes, guavas and mangosteens",2007,5.0,Wholesale,National Stats Yearbook,Americas
1764,1869,840,United States of America,1317.0,Papayas,2007,5.0,Wholesale,National Stats Yearbook,Americas
1765,1870,840,United States of America,1318.0,Pineapples,2007,5.0,Wholesale,National Stats Yearbook,Americas
1766,1871,840,United States of America,1321.0,Pomelos and grapefruits,2007,3.0,Wholesale,National Stats Yearbook,Americas
1767,1872,840,United States of America,1321.0,Pomelos and grapefruits,2007,3.0,Wholesale,National Stats Yearbook,Americas
1768,1873,840,United States of America,1322.0,Lemons and limes,2007,4.0,Wholesale,National Stats Yearbook,Americas
1769,1874,840,United States of America,1322.0,Lemons and limes,2007,5.0,Wholesale,National Stats Yearbook,Americas
1770,1875,840,United States of America,1324.0,"Tangerines, mandarins, clementines",2007,5.0,Wholesale,National Stats Yearbook,Americas
1771,1876,840,United States of America,1330.0,Grapes,2007,9.0,Wholesale,National Stats Yearbook,Americas
1772,1877,840,United States of America,1341.0,Apples,2007,4.0,Wholesale,National Stats Yearbook,Americas
1773,1878,840,United States of America,1342.01,Pears,2007,5.0,Wholesale,National Stats Yearbook,Americas
1774,1879,840,United States of America,1343.0,Apricots,2007,9.0,Wholesale,National Stats Yearbook,Americas
1775,1880,840,United States of America,1345.0,Peaches and nectarines,2007,5.0,Wholesale,National Stats Yearbook,Americas
1776,1881,840,United States of America,1346.0,Plums and sloes,2007,5.0,Wholesale,National Stats Yearbook,Americas
1777,1882,840,United States of America,1352.0,Kiwi fruit,2007,9.0,Wholesale,National Stats Yearbook,Americas
1778,1883,840,United States of America,1353.01,Raspberries,2007,8.0,Wholesale,National Stats Yearbook,Americas
1779,1884,840,United States of America,1354.0,Strawberries,2007,8.0,Wholesale,National Stats Yearbook,Americas
1780,1885,840,United States of America,1355.01,Blueberries,2007,8.0,Wholesale,National Stats Yearbook,Americas
1781,1886,840,United States of America,1355.02,Cranberries,2007,4.0,Wholesale,National Stats Yearbook,Americas
1782,1887,840,United States of America,21397.01,Canned mushrooms,2007,35.0,Wholesale,National Stats Yearbook,Americas
1783,1888,840,United States of America,21431.01,Orange juice,2007,39.0,Wholesale,National Stats Yearbook,Americas
1784,1889,840,United States of America,21432.0,Grapefruit juice,2007,42.4,Wholesale,National Stats Yearbook,Americas
1785,1890,840,United States of America,21433.0,Pineapple juice,2007,41.3,Wholesale,National Stats Yearbook,Americas
1786,1891,840,United States of America,21434.0,Grape juice,2007,19.1,Wholesale,National Stats Yearbook,Americas
1787,1892,840,United States of America,21435.01,Apple juice,2007,26.7,Wholesale,National Stats Yearbook,Americas
1788,1893,862,Venezuela (Bolivarian Republic of),1213.0,Cauliflowers and broccoli,2013,49.0,Post-harvest,Literature Review,Americas
1789,1894,862,Venezuela (Bolivarian Republic of),1213.0,Cauliflowers and broccoli,2013,33.0,Post-harvest,Literature Review,Americas
1790,1895,862,Venezuela (Bolivarian Republic of),1214.0,Lettuce and chicory,2013,35.0,Post-harvest,Literature Review,Americas
1791,1896,862,Venezuela (Bolivarian Republic of),1290.9,"Other vegetables, fresh n.e.c.",2013,20.0,Farm,Literature Review,Americas
1792,1897,862,Venezuela (Bolivarian Republic of),1290.9,"Other vegetables, fresh n.e.c.",2013,48.0,Post-harvest,Literature Review,Americas
